Alpha Rad,delta_x,delta_y,posX,posY
0.15710320720751092,-0.04779938351229406,0.0037621692564703667,-0.04779938351229406,50.00376216925647
0.0,0.5214595626615954,0.0826069137684775,0.47366017914930136,50.08636908302495
-0.06981290142418319,0.5417061800980164,0.1053135905125849,1.0153663592473179,50.191682673537535
-0.03490645071209159,0.7159657694712666,0.07527262125374418,1.7313321287185843,50.26695529479128
-0.03490645071209159,0.7660336984723854,0.05358935324192054,2.49736582719097,50.3205446480332
-0.03490645071209159,0.6475252128422789,0.022631586139838483,3.1448910400332486,50.343176234173036
0.017453225356045796,0.45580559495728573,-0.01192185801685817,3.6006966349905345,50.33125437615618
0.017453225356045796,0.7199119553727039,-0.006260792184548097,4.320608590363238,50.32499358397163
0.0,0.4319029713552929,0.007551923103738156,4.752511561718531,50.33254550707537
0.0,0.4798921903947698,0.008391025670820174,5.232403752113301,50.34093653274619
0.0,0.7678275046316317,0.013425641073312278,6.000231256744933,50.3543621738195
0.0,0.8158167236711087,0.014264743640394296,6.816047980416042,50.3686269174599
0.0,0.9597843807895396,0.016782051341640347,7.775832361205581,50.38540896880154
0.0,0.9597843807895396,0.016782051341640347,8.735616741995122,50.402191020143185
0.0,0.9117951617500627,0.015942948774558333,9.647411903745184,50.41813396891774
0.0,0.9117951617500627,0.015942948774558333,10.559207065495245,50.4340769176923
0.0,0.6238598475132007,0.010908333372066226,11.183066913008446,50.44498525106437
0.017453225356045796,1.007876205851447,0.008826032679216333,12.190943118859893,50.45381128374358
-0.017453225356045796,0.9110538151186687,0.03980490333458875,13.101996933978562,50.493616187078175
0.0,1.0077735998290165,0.017621153908722365,14.109770533807579,50.511237340986895
0.017453225356045796,0.959882100810902,0.00840574540877746,15.06965263461848,50.519643086395675
0.017453225356045796,0.8636302865897945,0.02264098795066065,15.933282921208274,50.542284074346334
-0.017453225356045796,0.7185950286312637,0.04397278514901534,16.651877949839538,50.58625685949535
0.0,0.7674762528405327,0.026823982421008342,17.41935420268007,50.61308084191636
0.0,0.6715417212354661,0.023470984618382297,18.090895923915536,50.63655182653474
0.0,0.5276399238278663,0.018441487914443236,18.618535847743402,50.654993314449186
0.0,0.5276399238278663,0.018441487914443236,19.14617577157127,50.67343480236363
0.0,0.5756071896303995,0.020117986815756255,19.72178296120167,50.693552789179385
0.0,0.47967265802533293,0.016764989013130213,20.201455619227,50.71031777819252
0.0,0.815443518643066,0.028500481322321365,21.016899137870066,50.73881825951484
0.0,0.5756071896303995,0.020117986815756255,21.592506327500466,50.75893624633059
0.0,0.47967265802533293,0.016764989013130213,22.0721789855258,50.775701235343725
0.0,0.5756071896303995,0.020117986815756255,22.6477861751562,50.79581922215948
0.0,0.5276399238278663,0.018441487914443236,23.175426098984065,50.814260710073924
0.0,0.6715417212354661,0.023470984618382297,23.846967820219533,50.83773169469231
0.0,0.6235744554329328,0.021794485717069278,24.470542275652466,50.859526180409375
0.0,0.6715417212354661,0.023470984618382297,25.142083996887933,50.88299716502776
0.0,0.6715417212354661,0.023470984618382297,25.8136257181234,50.906468149646145
0.0,0.5756071896303995,0.020117986815756255,26.3892329077538,50.9265861364619
0.0,0.815443518643066,0.028500481322321365,27.204676426396865,50.95508661778422
0.0,0.9113780502481326,0.03185347912494741,28.116054476644997,50.986940096909166
0.0,0.815443518643066,0.028500481322321365,28.931497995288062,51.015440578231484
0.0,0.9113780502481326,0.03185347912494741,29.842876045536194,51.04729405735643
0.0,0.8634107844455993,0.030176980223634384,30.706286829981792,51.07747103758007
0.0,0.7195089870379994,0.02514748351969532,31.425795817019793,51.102618521099764
0.0,0.7674762528405327,0.026823982421008342,32.19327206986033,51.12944250352077
0.0,0.7195089870379994,0.02514748351969532,32.912781056898325,51.15458998704047
0.0,0.7674762528405327,0.026823982421008342,33.680257309738856,51.181413969461474
0.0,0.8634107844455993,0.030176980223634384,34.543668094184454,51.21159094968511
0.0,0.7674762528405327,0.026823982421008342,35.311144347024985,51.23841493210612
0.0,0.815443518643066,0.028500481322321365,36.12658786566805,51.266915413428435
0.017453225356045796,1.0075686676880935,0.026414485942437425,37.13415653335614,51.293329899370875
-0.017453225356045796,0.7665013638733479,0.0469043041589497,37.900657897229486,51.340234203529825
0.0,0.815443518643066,0.028500481322321365,38.71610141587255,51.36873468485214
0.0,0.6235744554329328,0.021794485717069278,39.33967587130548,51.39052917056921
0.0,0.5276399238278663,0.018441487914443236,39.867315795133344,51.40897065848365
0.0,0.47967265802533293,0.016764989013130213,40.34698845315868,51.425735647496786
0.0,0.5756071896303995,0.020117986815756255,40.92259564278908,51.44585363431254
0.0,0.6235744554329328,0.021794485717069278,41.54617009822201,51.46764812002961
0.0,0.6235744554329328,0.021794485717069278,42.16974455365494,51.489442605746675
0.0,0.6715417212354661,0.023470984618382297,42.8412862748904,51.51291359036506
0.0,0.5756071896303995,0.020117986815756255,43.4168934645208,51.533031577180815
0.0,0.5276399238278663,0.018441487914443236,43.94453338834866,51.55147306509526
Alpha Rad,delta_x,delta_y,posX,posY
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3839724354387525,0.0,0.3839724354387525
-0.08726612678022899,-0.031393620086814324,0.719034884695694,-0.031393620086814324,1.1030073201344464
-0.03490645071209159,0.040174650602614735,0.5745264883454485,0.008781030515800411,1.677533808479895
0.05235967606813739,0.10285582229832016,0.688227064721089,0.11163685281412057,2.365760873200984
0.05235967606813739,0.08279500964368837,0.8598623807475213,0.19443186245780894,3.225623253948505
0.017453225356045796,0.02073031197517868,0.7916617229500734,0.21516217443298763,4.017284976898578
-0.05235967606813739,-0.02449697203526507,0.9355052211331012,0.19066520239772256,4.952790198031679
0.017453225356045796,0.05860142198620589,0.9581284764342527,0.24926662438392844,5.910918674465932
0.05235967606813739,0.06006035864118567,0.9819819719139169,0.3093269830251141,6.892900646379848
0.017453225356045796,-0.007329642394007595,0.8398970601224595,0.3019973406311065,7.732797706502308
-0.05235967606813739,-0.06591990582569157,1.0777850911250306,0.23607743480541493,8.810582797627339
0.0,0.017590695199437168,1.007774131946147,0.2536681300048521,9.818356929573486
0.05235967606813739,0.040819995577293454,0.9349352107858911,0.29448812558214554,10.753292140359378
0.017453225356045796,-0.018845738159253344,0.7196924754091577,0.2756423874228922,11.472984615768535
-0.06981290142418319,-0.0773727321013199,0.8843777953349687,0.1982696553215723,12.357362411103503
-0.017453225356045796,0.006491968977549593,0.7439088246798925,0.2047616242991219,13.101271235783395
0.05235967606813739,0.04394660388379439,0.7185233940833539,0.2487082281829163,13.819794629866749
0.06981290142418319,0.01214348979849076,0.6957027423715741,0.26085171798140705,14.515497372238324
-0.017453225356045796,-0.05060208826035925,0.5255248144737141,0.2102496297210478,15.041022186712038
-0.06981290142418319,-0.05517564876657109,0.5249632663760292,0.15507398095447672,15.565985453088066
0.0,0.0,0.5759586531581287,0.15507398095447672,16.141944106246196
0.03490645071209159,0.009632510700030567,0.5518482924708901,0.1647064916545073,16.693792398717086
0.017453225356045796,-0.013192016711477345,0.5037847327864103,0.15151447494302994,17.197577131503497
-0.017453225356045796,-0.03662588874137868,0.598830297771408,0.11488858620165127,17.796407429274904
0.0,-0.02847583554510257,0.8154443796621548,0.0864127506565487,18.611851808937057
0.0,-0.016750491497119158,0.4796731645071499,0.06966225915942954,19.09152497344421
0.0,-0.015075442347407243,0.4317058480564349,0.0545868168120223,19.523230821500643
0.017453225356045796,-0.015704781799377794,0.5997437295076313,0.038882035012644506,20.122974551008276
0.0,-0.04019097463678393,0.7668924372197271,-0.0013089396241394227,20.889866988228004
-0.017453225356045796,-0.04102099539034412,0.6706899335039769,-0.042329935014483545,21.56055692173198
0.0,-0.020100589796542986,0.5756077974085798,-0.06243052481102653,22.13616471914056
0.0,-0.015075442347407243,0.4317058480564349,-0.07750596715843378,22.567870567196994
0.0,-0.016750491497119158,0.4796731645071499,-0.09425645865555293,23.047543731704145
0.0,-0.016750491497119158,0.4796731645071499,-0.11100695015267209,23.527216896211296
0.0,-0.018425540646831075,0.5276404809578649,-0.12943249079950317,24.05485737716916
0.0,-0.026800786395390654,0.7674770632114398,-0.15623327719489383,24.8223344403806
0.0,-0.025125737245678736,0.7195097467607248,-0.18135901444057256,25.541844187141326
0.0,-0.038526130443374065,1.1032482783664448,-0.21988514488394661,26.64509246550777
0.0,-0.02847583554510257,0.8154443796621548,-0.2483609804290492,27.460536845169923
0.0,-0.0318259338445264,0.9113790125635848,-0.2801869142735756,28.37191585773351
0.0,-0.03685108129366215,1.0552809619157297,-0.3170379955672378,29.42719681964924
0.0,-0.0318259338445264,0.9113790125635848,-0.3488639294117642,30.338575832212825
0.0,-0.038526130443374065,1.1032482783664448,-0.38739005985513825,31.44182411057927
0.0,-0.030150884694814487,0.8634116961128698,-0.4175409445499527,32.30523580669214
0.0,-0.0318259338445264,0.9113790125635848,-0.44936687839447914,33.216614819255724
-0.017453225356045796,-0.04187091352646179,0.9590052818485867,-0.4912377919209409,34.175620101104315
Alpha Rad,delta_x,delta_y,posX,posY
0.1920096579196029,-0.047702204874129815,0.004593473141144402,-0.047702204874129815,50.00459347314114
0.0,0.23557226245679516,0.045797817517993285,0.18787005758266534,50.050391290659135
-0.03490645071209159,0.39903281901846827,0.08482931309949987,0.5869028766011336,50.13522060375863
-0.03490645071209159,0.5908091615030555,0.10419359821863157,1.1777120381041892,50.23941420197726
-0.05235967606813739,0.6407602346337137,0.0957816835355972,1.8184722727379028,50.33519588551286
-0.05235967606813739,0.5971249152630531,0.05751458185752103,2.415597188000956,50.39271046737038
-0.017453225356045796,0.6237329847592961,0.016351824631033247,3.039330172760252,50.40906229200141
0.0,0.4799655440792223,1.4506360476837622e-05,3.5192957168394745,50.40907679836189
0.017453225356045796,0.7199119553727039,-0.006260792184547617,4.239207672212179,50.40281600617734
0.017453225356045796,0.6479204180473588,0.005673878150925217,4.887128090259537,50.40848988432826
-0.017453225356045796,0.5514273091507732,0.0240924414919883,5.43855539941031,50.43258232582025
0.0,0.7198382855921547,0.012586538506230741,6.158393685002465,50.44516886432648
0.0,0.5758706284737236,0.010069230804984591,6.734264313476189,50.45523809513147
0.017453225356045796,0.8398968382095392,0.007355027232680837,7.574161151685728,50.462593122364154
0.0,0.8634107844455993,0.03017698022363496,8.437571936131327,50.49277010258779
-0.017453225356045796,0.8631036143229494,0.037709908422242554,9.300675550454276,50.530480011010035
0.017453225356045796,0.7679056806487216,0.00672459632702248,10.068581231102998,50.53720460733706
0.0,0.8634107844455993,0.03017698022363496,10.931992015548598,50.567381587560696
0.017453225356045796,0.935599477138944,0.02452773694654966,11.867591492687541,50.59190932450725
-0.017453225356045796,1.0060330400837691,0.06156189920862215,12.873624532771311,50.65347122371587
0.0,0.815443518643066,0.028500481322321906,13.689068051414377,50.681971705038194
0.017453225356045796,0.8156508262236948,0.0213831552867356,14.504718877638073,50.70335486032493
0.0,0.9106833262999583,0.0477543066716994,15.415402203938031,50.75110916699663
0.0,0.8148219235315417,0.042727537548362615,16.230224127469572,50.793836704544994
-0.017453225356045796,0.598829190526053,0.03664398762417985,16.829053317995626,50.830480692169175
0.0,0.47967265802533293,0.016764989013130536,17.30872597602096,50.84724568118231
0.017453225356045796,0.5037843338440467,0.013207242971219047,17.812510309865004,50.86045292415353
0.0,0.47930701384208335,0.025133845616683893,18.291817323707086,50.885586769770214
0.0,0.47930701384208335,0.025133845616683893,18.771124337549168,50.9107206153869
0.0,0.5272377152262917,0.027647230178352283,19.29836205277546,50.93836784556525
0.0,0.38344561107366665,0.020107076493347115,19.681807663849128,50.9584749220586
0.0,0.5751684166104999,0.03016061474002067,20.256976080459626,50.98863553679862
0.0,0.5751684166104999,0.03016061474002067,20.832144497070125,51.01879615153864
0.0,0.6230991179947083,0.03267399930168906,21.455243615064834,51.05147015084032
0.0,0.5272377152262917,0.027647230178352283,21.982481330291126,51.079117381018676
0.0,0.6230991179947083,0.03267399930168906,22.605580448285835,51.11179138032036
0.0,0.5751684166104999,0.03016061474002067,23.180748864896334,51.14195199506038
0.0,0.431376312457875,0.022620461055015504,23.61212517735421,51.164572456115394
0.0,0.5272377152262917,0.027647230178352283,24.1393628925805,51.19221968629375
0.0,0.5272377152262917,0.027647230178352283,24.666600607806792,51.2198669164721
0.0,0.5751684166104999,0.03016061474002067,25.24176902441729,51.25002753121212
0.0,0.47930701384208335,0.025133845616683893,25.721076038259373,51.275161376828805
0.0,0.5751684166104999,0.03016061474002067,26.29624445486987,51.305321991568825
0.0,0.7668912221473333,0.04021415298669423,27.063135677017204,51.34553614455552
0.0,0.7668912221473333,0.04021415298669423,27.830026899164537,51.38575029754221
0.0,0.86275262491575,0.04524092211003101,28.692779524080287,51.43099121965224
0.0,0.9586140276841667,0.05026769123336779,29.651393551764453,51.48125891088561
0.0,0.7668912221473333,0.04021415298669423,30.418284773911786,51.5214730638723
0.0,0.718960520763125,0.037700768425025837,31.137245294674912,51.559173832297326
0.0,0.8148219235315417,0.042727537548362615,31.952067218206455,51.60190136984569
0.0,0.718960520763125,0.037700768425025837,32.67102773896958,51.63960213827072
0.0,0.718960520763125,0.037700768425025837,33.389988259732704,51.67730290669574
0.0,0.718960520763125,0.037700768425025837,34.10894878049583,51.71500367512077
0.0,0.9106833262999583,0.0477543066716994,35.01963210679579,51.76275798179247
0.0,0.86275262491575,0.04524092211003101,35.88238473171154,51.8079989039025
0.0,0.6710298193789166,0.03518738386335745,36.553414551090455,51.84318628776586
0.017453225356045796,0.647327710742212,0.02828243131668177,37.200742261832666,51.87146871908254
0.0,0.5266749061452166,0.036844550892938394,37.72741716797788,51.90831326997548
-0.017453225356045796,0.5980984633370491,0.04708937681632191,38.325515631314936,51.9554026467918
0.0,0.5272377152262917,0.027647230178352283,38.85275334654123,51.983049876970156
0.0,0.5751684166104999,0.03016061474002067,39.42792176315173,52.013210491710176
0.0,0.5751684166104999,0.03016061474002067,40.00309017976223,52.043371106450195
0.0,0.431376312457875,0.022620461055015504,40.43446649222011,52.06599156750521
0.017453225356045796,0.5034771083550538,0.021997446579641377,40.93794360057517,52.08798901408485
-0.017453225356045796,0.6698702789374948,0.05274010203428054,41.60781387951266,52.140729116119125
0.0,0.431376312457875,0.022620461055015504,42.03919019197054,52.16334957717414
0.0,0.6230991179947083,0.03267399930168906,42.662289309965246,52.196023576475824
0.0,0.7668912221473333,0.04021415298669423,43.42918053211258,52.236237729462516
